50 50
c[2][36] = 1116.69
c[2][37] = 1260.77
c[2][38] = 1418.25
c[2][39] = 864.359
c[2][40] = 1277.3
c[2][41] = 1417.71
c[2][42] = 1411.53
c[2][43] = 1278.68
c[2][44] = 1348.11
c[2][45] = 1186.78
c[2][46] = 1099.69
c[2][47] = 1213.09
c[2][48] = 1144.35
c[2][49] = 1294.82
c[2][50] = 1216.05
c[3][1] = 1333.7
c[3][2] = 1246.47
c[3][3] = 1348.76
c[3][4] = 1218.78
c[3][5] = 1117.59
c[3][6] = 1392.44
c[3][7] = 1014.51
c[3][8] = 1141.07
c[3][9] = 1216.82
c[3][10] = 1052.1
c[3][11] = 1217.98
c[3][12] = 1067.92
c[3][13] = 1336.68
c[3][14] = 1521.58
c[3][15] = 1323.1
c[3][16] = 1236.3
c[3][17] = 1128.45
c[3][18] = 1185.02
c[3][19] = 1451.92
c[3][20] = 1394.28
c[3][21] = 1310.08
c[3][22] = 1011.96
c[3][23] = 1093.93
c[3][24] = 1237.67
c[3][25] = 1171.38
c[3][26] = 1044.41
c[3][27] = 1331.84
c[3][28] = 1633.5
c[3][29] = 1156.01
c[3][30] = 1427.03
c[3][31] = 1169.01
c[3][32] = 1070.95
c[3][33] = 1290.43
c[3][34] = 1580.96
c[3][35] = 1014.08
c[3][36] = 1116.69
c[3][37] = 1260.77
c[3][38] = 1418.25
c[3][39] = 864.359
c[3][40] = 1277.3
c[3][41] = 1417.71
c[3][42] = 1411.53
c[3][43] = 1278.68
c[3][44] = 1348.11
c[3][45] = 1186.78
c[3][46] = 1099.69
c[3][47] = 1213.09
c[3][48] = 1144.35
c[3][49] = 1294.82
c[3][50] = 1216.05
c[4][1] = 1333.7
c[4][2] = 1246.47
c[4][3] = 1348.76
c[4][4] = 1218.78
c[4][5] = 1117.59
c[4][6] = 1392.44
c[4][7] = 1014.51
c[4][8] = 1141.07
c[4][9] = 1216.82
c[4][10] = 1052.1
c[4][11] = 1217.98
c[4][12] = 1067.92
c[4][13] = 1336.68
c[4][14] = 1521.58
c[4][15] = 1323.1
c[4][16] = 1236.3
c[4][17] = 1128.45
c[4][18] = 1185.02
c[4][19] = 1451.92
c[4][20] = 1394.28
c[4][21] = 1310.08
c[4][22] = 1011.96
c[4][23] = 1093.93
c[4][24] = 1237.67
c[4][25] = 1171.38
c[4][26] = 1044.41
c[4][27] = 1331.84
c[4][28] = 1633.5
c[4][29] = 1156.01
c[4][30] = 1427.03
c[4][31] = 1169.01
c[4][32] = 1070.95
c[4][33] = 1290.43
c[4][34] = 1580.96
c[4][35] = 1014.08
c[4][36] = 1116.69
c[4][37] = 1260.77
c[4][38] = 1418.25
c[4][39] = 864.359
c[4][40] = 1277.3
c[4][41] = 1417.71
c[4][42] = 1411.53
c[4][43] = 1278.68
c[4][44] = 1348.11
c[4][45] = 1186.78
c[4][46] = 1099.69
c[4][47] = 1213.09
c[4][48] = 1144.35
c[4][49] = 1294.82
c[4][50] = 1216.05
c[5][1] = 1333.7
c[5][2] = 1246.47
c[5][3] = 1348.76
c[5][4] = 1218.78
c[5][5] = 1117.59
c[5][6] = 1392.44
c[5][7] = 1014.51
c[5][8] = 1141.07
c[5][9] = 1216.82
c[5][10] = 1052.1
c[5][11] = 1217.98
c[5][12] = 1067.92
c[5][13] = 1336.68
c[5][14] = 1521.58
c[5][15] = 1323.1
c[5][16] = 1236.3
c[5][17] = 1128.45
c[5][18] = 1185.02
c[5][19] = 1451.92
c[5][20] = 1394.28
c[5][21] = 1310.08
c[5][22] = 1011.96
c[5][23] = 1093.93
c[5][24] = 1237.67
c[5][25] = 1171.38
c[5][26] = 1044.41
c[5][27] = 1331.84
c[5][28] = 1633.5
c[5][29] = 1156.01
c[5][30] = 1427.03
c[5][31] = 1169.01
c[5][32] = 1070.95
c[5][33] = 1290.43
c[5][34] = 1580.96
c[5][35] = 1014.08
c[5][36] = 1116.69
c[5][37] = 1260.77
c[5][38] = 1418.25
c[5][39] = 864.359
c[5][40] = 1277.3
c[5][41] = 1417.71
c[5][42] = 1411.53
c[5][43] = 1278.68
c[5][44] = 1348.11
c[5][45] = 1186.78
c[5][46] = 1099.69
c[5][47] = 1213.09
c[5][48] = 1144.35
c[5][49] = 1294.82
c[5][50] = 1216.05
c[6][1] = 1333.7
c[6][2] = 1246.47
c[6][3] = 1348.76
c[6][4] = 1218.78
c[6][5] = 1117.59
c[6][6] = 1392.44
c[6][7] = 1014.51
c[6][8] = 1141.07
c[6][9] = 1216.82
c[6][10] = 1052.1
c[6][11] = 1217.98
c[6][12] = 1067.92
c[6][13] = 1336.68
c[6][14] = 1521.58
c[6][15] = 1323.1
c[6][16] = 1236.3
c[6][17] = 1128.45
c[6][18] = 1185.02
c[6][19] = 1451.92
c[6][20] = 1394.28
c[6][21] = 1310.08
c[6][22] = 1011.96
c[6][23] = 1093.93
c[6][24] = 1237.67
c[6][25] = 1171.38
c[6][26] = 1044.41
c[6][27] = 1331.84
c[6][28] = 1633.5
c[6][29] = 1156.01
c[6][30] = 1427.03
c[6][31] = 1169.01
c[6][32] = 1070.95
c[6][33] = 1290.43
c[6][34] = 1580.96
c[6][35] = 1014.08
c[6][36] = 1116.69
c[6][37] = 1260.77
c[6][38] = 1418.25
c[6][39] = 864.359
c[6][40] = 1277.3
c[6][41] = 1417.71
c[6][42] = 1411.53
c[6][43] = 1278.68
c[6][44] = 1348.11
c[6][45] = 1186.78
c[6][46] = 1099.69
c[6][47] = 1213.09
c[6][48] = 1144.35
c[6][49] = 1294.82
c[6][50] = 1216.05
c[7][1] = 1333.7
c[7][2] = 1246.47
c[7][3] = 1348.76
c[7][4] = 1218.78
c[7][5] = 1117.59
c[7][6] = 1392.44
c[7][7] = 1014.51
c[7][8] = 1141.07
c[7][9] = 1216.82
c[7][10] = 1052.1
c[7][11] = 1217.98
c[7][12] = 1067.92
c[7][13] = 1336.68
c[7][14] = 1521.58
c[7][15] = 1323.1
c[7][16] = 1236.3
c[7][17] = 1128.45
c[7][18] = 1185.02
c[7][19] = 1451.92
c[7][20] = 1394.28
c[7][21] = 1310.08
c[7][22] = 1011.96
c[7][23] = 1093.93
c[7][24] = 1237.67
c[7][25] = 1171.38
c[7][26] = 1044.41
c[7][27] = 1331.84
c[7][28] = 1633.5
c[7][29] = 1156.01
c[7][30] = 1427.03
c[7][31] = 1169.01
c[7][32] = 1070.95
c[7][33] = 1290.43
c[7][34] = 1580.96
c[7][35] = 1014.08
c[7][36] = 1116.69
c[7][37] = 1260.77
c[7][38] = 1418.25
c[7][39] = 864.359
c[7][40] = 1277.3
c[7][41] = 1417.71
c[7][42] = 1411.53
c[7][43] = 1278.68
c[7][44] = 1348.11
c[7][45] = 1186.78
c[7][46] = 1099.69
c[7][47] = 1213.09
c[7][48] = 1144.35
c[7][49] = 1294.82
c[7][50] = 1216.05
c[8][1] = 1333.7
c[8][2] = 1246.47
c[8][3] = 1348.76
c[8][4] = 1218.78
c[8][5] = 1117.59
c[8][6] = 1392.44
c[8][7] = 1014.51
c[8][8] = 1141.07
c[8][9] = 1216.82
c[8][10] = 1052.1
c[8][11] = 1217.98
c[8][12] = 1067.92
c[8][13] = 1336.68
c[8][14] = 1521.58
c[8][15] = 1323.1
c[8][16] = 1236.3
c[8][17] = 1128.45
c[8][18] = 1185.02
c[8][19] = 1451.92
c[8][20] = 1394.28
c[8][21] = 1310.08
c[8][22] = 1011.96
c[8][23] = 1093.93
c[8][24] = 1237.67
c[8][25] = 1171.38
c[8][26] = 1044.41
c[8][27] = 1331.84
c[8][28] = 1633.5
c[8][29] = 1156.01
c[8][30] = 1427.03
c[8][31] = 1169.01
c[8][32] = 1070.95
c[8][33] = 1290.43
c[8][34] = 1580.96
c[8][35] = 1014.08
c[8][36] = 1116.69
c[8][37] = 1260.77
c[8][38] = 1418.25
c[8][39] = 864.359
c[8][40] = 1277.3
c[8][41] = 1417.71
c[8][42] = 1411.53
c[8][43] = 1278.68
c[8][44] = 1348.11
c[8][45] = 1186.78
c[8][46] = 1099.69
c[8][47] = 1213.09
c[8][48] = 1144.35
c[8][49] = 1294.82
c[8][50] = 1216.05
c[9][1] = 1333.7
c[9][2] = 1246.47
c[9][3] = 1348.76
c[9][4] = 1218.78
c[9][5] = 1117.59
c[9][6] = 1392.44
c[9][7] = 1014.51
c[9][8] = 1141.07
c[9][9] = 1216.82
c[9][10] = 1052.1
c[9][11] = 1217.98
c[9][12] = 1067.92
c[9][13] = 1336.68
c[9][14] = 1521.58
c[9][15] = 1323.1
c[9][16] = 1236.3
c[9][17] = 1128.45
c[9][18] = 1185.02
c[9][19] = 1451.92
c[9][20] = 1394.28
c[9][21] = 1310.08
c[9][22] = 1011.96
c[9][23] = 1093.93
c[9][24] = 1237.67
c[9][25] = 1171.38
c[9][26] = 1044.41
c[9][27] = 1331.84
c[9][28] = 1633.5
c[9][29] = 1156.01
c[9][30] = 1427.03
c[9][31] = 1169.01
c[9][32] = 1070.95
c[9][33] = 1290.43
c[9][34] = 1580.96
c[9][35] = 1014.08
c[9][36] = 1116.69
c[9][37] = 1260.77
c[9][38] = 1418.25
c[9][39] = 864.359
c[9][40] = 1277.3
c[9][41] = 1417.71
c[9][42] = 1411.53
c[9][43] = 1278.68
c[9][44] = 1348.11
c[9][45] = 1186.78
c[9][46] = 1099.69
c[9][47] = 1213.09
c[9][48] = 1144.35
c[9][49] = 1294.82
c[9][50] = 1216.05
c[10][1] = 1333.7
c[10][2] = 1246.47
c[10][3] = 1348.76
c[10][4] = 1218.78
c[10][5] = 1117.59
c[10][6] = 1392.44
c[10][7] = 1014.51
c[10][8] = 1141.07
c[10][9] = 1216.82
c[10][10] = 1052.1
c[10][11] = 1217.98
c[10][12] = 1067.92
c[10][13] = 1336.68
c[10][14] = 1521.58
c[10][15] = 1323.1
c[10][16] = 1236.3
c[10][17] = 1128.45
c[10][18] = 1185.02
c[10][19] = 1451.92
c[10][20] = 1394.28
c[10][21] = 1310.08
c[10][22] = 1011.96
c[10][23] = 1093.93
c[10][24] = 1237.67
c[10][25] = 1171.38
c[10][26] = 1044.41
c[10][27] = 1331.84
c[10][28] = 1633.5
c[10][29] = 1156.01
c[10][30] = 1427.03
c[10][31] = 1169.01
c[10][32] = 1070.95
c[10][33] = 1290.43
c[10][34] = 1580.96
c[10][35] = 1014.08
c[10][36] = 1116.69
c[10][37] = 1260.77
c[10][38] = 1418.25
c[10][39] = 864.359
c[10][40] = 1277.3
c[10][41] = 1417.71
c[10][42] = 1411.53
c[10][43] = 1278.68
c[10][44] = 1348.11
c[10][45] = 1186.78
c[10][46] = 1099.69
c[10][47] = 1213.09
c[10][48] = 1144.35
c[10][49] = 1294.82
c[10][50] = 1216.05
c[11][1] = 1333.7
c[11][2] = 1246.47
c[11][3] = 1348.76
c[11][4] = 1218.78
c[11][5] = 1117.59
c[11][6] = 1392.44
c[11][7] = 1014.51
c[11][8] = 1141.07
c[11][9] = 1216.82
c[11][10] = 1052.1
c[11][11] = 1217.98
c[11][12] = 1067.92
c[11][13] = 1336.68
c[11][14] = 1521.58
c[11][15] = 1323.1
c[11][16] = 1236.3
c[11][17] = 1128.45
c[11][18] = 1185.02
c[11][19] = 1451.92
c[11][20] = 1394.28
c[11][21] = 1310.08
c[11][22] = 1011.96
c[11][23] = 1093.93
c[11][24] = 1237.67
c[11][25] = 1171.38
c[11][26] = 1044.41
c[11][27] = 1331.84
c[11][28] = 1633.5
c[11][29] = 1156.01
c[11][30] = 1427.03
c[11][31] = 1169.01
c[11][32] = 1070.95
c[11][33] = 1290.43
c[11][34] = 1580.96
c[11][35] = 1014.08
c[11][36] = 1116.69
c[11][37] = 1260.77
c[11][38] = 1418.25
c[11][39] = 864.359
c[11][40] = 1277.3
c[11][41] = 1417.71
c[11][42] = 1411.53
c[11][43] = 1278.68
c[11][44] = 1348.11
c[11][45] = 1186.78
c[11][46] = 1099.69
c[11][47] = 1213.09
c[11][48] = 1144.35
c[11][49] = 1294.82
c[11][50] = 1216.05
c[12][1] = 1333.7
c[12][2] = 1246.47
c[12][3] = 1348.76
c[12][4] = 1218.78
c[12][5] = 1117.59
c[12][6] = 1392.44
c[12][7] = 1014.51
c[12][8] = 1141.07
c[12][9] = 1216.82
c[12][10] = 1052.1
c[12][11] = 1217.98
c[12][12] = 1067.92
c[12][13] = 1336.68
c[12][14] = 1521.58
c[12][15] = 1323.1
c[12][16] = 1236.3
c[12][17] = 1128.45
c[12][18] = 1185.02
c[12][19] = 1451.92
c[12][20] = 1394.28
c[12][21] = 1310.08
c[12][22] = 1011.96
c[12][23] = 1093.93
c[12][24] = 1237.67
c[12][25] = 1171.38
c[12][26] = 1044.41
c[12][27] = 1331.84
c[12][28] = 1633.5
c[12][29] = 1156.01
c[12][30] = 1427.03
c[12][31] = 1169.01
c[12][32] = 1070.95
c[12][33] = 1290.43
c[12][34] = 1580.96
c[12][35] = 1014.08
c[12][36] = 1116.69
c[12][37] = 1260.77
c[12][38] = 1418.25
c[12][39] = 864.359
c[12][40] = 1277.3
c[12][41] = 1417.71
c[12][42] = 1411.53
c[12][43] = 1278.68
c[12][44] = 1348.11
c[12][45] = 1186.78
c[12][46] = 1099.69
c[12][47] = 1213.09
c[12][48] = 1144.35
c[12][49] = 1294.82
c[12][50] = 1216.05
c[13][1] = 1333.7
c[13][2] = 1246.47
c[13][3] = 1348.76
c[13][4] = 1218.78
c[13][5] = 1117.59
c[13][6] = 1392.44
c[13][7] = 1014.51
c[13][8] = 1141.07
c[13][9] = 1216.82
c[13][10] = 1052.1
c[13][11] = 1217.98
c[13][12] = 1067.92
c[13][13] = 1336.68
c[13][14] = 1521.58
c[13][15] = 1323.1
c[13][16] = 1236.3
c[13][17] = 1128.45
c[13][18] = 1185.02
c[13][19] = 1451.92
c[13][20] = 1394.28
c[13][21] = 1310.08
c[13][22] = 1011.96
c[13][23] = 1093.93
c[13][24] = 1237.67
c[13][25] = 1171.38
c[13][26] = 1044.41
c[13][27] = 1331.84
c[13][28] = 1633.5
c[13][29] = 1156.01
c[13][30] = 1427.03
c[13][31] = 1169.01
c[13][32] = 1070.95
c[13][33] = 1290.43
c[13][34] = 1580.96
c[13][35] = 1014.08
c[13][36] = 1116.69
c[13][37] = 1260.77
c[13][38] = 1418.25
c[13][39] = 864.359
c[13][40] = 1277.3
c[13][41] = 1417.71
c[13][42] = 1411.53
c[13][43] = 1278.68
c[13][44] = 1348.11
c[13][45] = 1186.78
c[13][46] = 1099.69
c[13][47] = 1213.09
c[13][48] = 1144.35
c[13][49] = 1294.82
c[13][50] = 1216.05
c[14][1] = 1333.7
c[14][2] = 1246.47
c[14][3] = 1348.76
c[14][4] = 1218.78
c[14][5] = 1117.59
c[14][6] = 1392.44
c[14][7] = 1014.51
c[14][8] = 1141.07
c[14][9] = 1216.82
c[14][10] = 1052.1
c[14][11] = 1217.98
c[14][12] = 1067.92
c[14][13] = 1336.68
c[14][14] = 1521.58
c[14][15] = 1323.1
c[14][16] = 1236.3
c[14][17] = 1128.45
c[14][18] = 1185.02
c[14][19] = 1451.92
c[14][20] = 1394.28
c[14][21] = 1310.08
c[14][22] = 1011.96
c[14][23] = 1093.93
c[14][24] = 1237.67
c[14][25] = 1171.38
c[14][26] = 1044.41
c[14][27] = 1331.84
c[14][28] = 1633.5
c[14][29] = 1156.01
c[14][30] = 1427.03
c[14][31] = 1169.01
c[14][32] = 1070.95
c[14][33] = 1290.43
c[14][34] = 1580.96
c[14][35] = 1014.08
c[14][36] = 1116.69
c[14][37] = 1260.77
c[14][38] = 1418.25
c[14][39] = 864.359
c[14][40] = 1277.3
c[14][41] = 1417.71
c[14][42] = 1411.53
c[14][43] = 1278.68
c[14][44] = 1348.11
c[14][45] = 1186.78
c[14][46] = 1099.69
c[14][47] = 1213.09
c[14][48] = 1144.35
c[14][49] = 1294.82
c[14][50] = 1216.05
c[15][1] = 1333.7
c[15][2] = 1246.47
c[15][3] = 1348.76
c[15][4] = 1218.78
c[15][5] = 1117.59
c[15][6] = 1392.44
c[15][7] = 1014.51
c[15][8] = 1141.07
c[15][9] = 1216.82
c[15][10] = 1052.1
c[15][11] = 1217.98
c[15][12] = 1067.92
c[15][13] = 1336.68
c[15][14] = 1521.58
c[15][15] = 1323.1
c[15][16] = 1236.3
c[15][17] = 1128.45
c[15][18] = 1185.02
c[15][19] = 1451.92
c[15][20] = 1394.28
c[15][21] = 1310.08
c[15][22] = 1011.96
c[15][23] = 1093.93
c[15][24] = 1237.67
c[15][25] = 1171.38
c[15][26] = 1044.41
c[15][27] = 1331.84
c[15][28] = 1633.5
c[15][29] = 1156.01
c[15][30] = 1427.03
c[15][31] = 1169.01
c[15][32] = 1070.95
c[15][33] = 1290.43
c[15][34] = 1580.96
c[15][35] = 1014.08
c[15][36] = 1116.69
c[15][37] = 1260.77
c[15][38] = 1418.25
c[15][39] = 864.359
c[15][40] = 1277.3
c[15][41] = 1417.71
c[15][42] = 1411.53
c[15][43] = 1278.68
c[15][44] = 1348.11
c[15][45] = 1186.78
c[15][46] = 1099.69
c[15][47] = 1213.09
c[15][48] = 1144.35
c[15][49] = 1294.82
c[15][50] = 1216.05
c[16][1] = 1333.7
c[16][2] = 1246.47
c[16][3] = 1348.76
c[16][4] = 1218.78
c[16][5] = 1117.59
c[16][6] = 1392.44
c[16][7] = 1014.51
c[16][8] = 1141.07
c[16][9] = 1216.82
c[16][10] = 1052.1
c[16][11] = 1217.98
c[16][12] = 1067.92
c[16][13] = 1336.68
c[16][14] = 1521.58
c[16][15] = 1323.1
c[16][16] = 1236.3
c[16][17] = 1128.45
c[16][18] = 1185.02
c[16][19] = 1451.92
c[16][20] = 1394.28
c[16][21] = 1310.08
c[16][22] = 1011.96
c[16][23] = 1093.93
c[16][24] = 1237.67
c[16][25] = 1171.38
c[16][26] = 1044.41
c[16][27] = 1331.84
c[16][28] = 1633.5
c[16][29] = 1156.01
c[16][30] = 1427.03
c[16][31] = 1169.01
c[16][32] = 1070.95
c[16][33] = 1290.43
c[16][34] = 1580.96
c[16][35] = 1014.08
c[16][36] = 1116.69
c[16][37] = 1260.77
c[16][38] = 1418.25
c[16][39] = 864.359
c[16][40] = 1277.3
c[16][41] = 1417.71
c[16][42] = 1411.53
c[16][43] = 1278.68
c[16][44] = 1348.11
c[16][45] = 1186.78
c[16][46] = 1099.69
c[16][47] = 1213.09
c[16][48] = 1144.35
c[16][49] = 1294.82
c[16][50] = 1216.05
c[17][1] = 1333.7
c[17][2] = 1246.47
c[17][3] = 1348.76
c[17][4] = 1218.78
c[17][5] = 1117.59
c[17][6] = 1392.44
c[17][7] = 1014.51
c[17][8] = 1141.07
c[17][9] = 1216.82
c[17][10] = 1052.1
c[17][11] = 1217.98
c[17][12] = 1067.92
c[17][13] = 1336.68
c[17][14] = 1521.58
c[17][15] = 1323.1
c[17][16] = 1236.3
c[17][17] = 1128.45
c[17][18] = 1185.02
c[17][19] = 1451.92
c[17][20] = 1394.28
c[17][21] = 1310.08
c[17][22] = 1011.96
c[17][23] = 1093.93
c[17][24] = 1237.67
c[17][25] = 1171.38
c[17][26] = 1044.41
c[17][27] = 1331.84
c[17][28] = 1633.5
c[17][29] = 1156.01
c[17][30] = 1427.03
c[17][31] = 1169.01
c[17][32] = 1070.95
c[17][33] = 1290.43
c[17][34] = 1580.96
c[17][35] = 1014.08
c[17][36] = 1116.69
c[17][37] = 1260.77
c[17][38] = 1418.25
c[17][39] = 864.359
c[17][40] = 1277.3
c[17][41] = 1417.71
c[17][42] = 1411.53
c[17][43] = 1278.68
c[17][44] = 1348.11
c[17][45] = 1186.78
c[17][46] = 1099.69
c[17][47] = 1213.09
c[17][48] = 1144.35
c[17][49] = 1294.82
c[17][50] = 1216.05
c[18][1] = 1333.7
c[18][2] = 1246.47
c[18][3] = 1348.76
c[18][4] = 1218.78
c[18][5] = 1117.59
c[18][6] = 1392.44
c[18][7] = 1014.51
c[18][8] = 1141.07
c[18][9] = 1216.82
c[18][10] = 1052.1
c[18][11] = 1217.98
c[18][12] = 1067.92
c[18][13] = 1336.68
c[18][14] = 1521.58
c[18][15] = 1323.1
c[18][16] = 1236.3
c[18][17] = 1128.45
c[18][18] = 1185.02
c[18][19] = 1451.92
c[18][20] = 1394.28
c[18][21] = 1310.08
c[18][22] = 1011.96
c[18][23] = 1093.93
c[18][24] = 1237.67
c[18][25] = 1171.38
c[18][26] = 1044.41
c[18][27] = 1331.84
c[18][28] = 1633.5
c[18][29] = 1156.01
c[18][30] = 1427.03
c[18][31] = 1169.01
c[18][32] = 1070.95
c[18][33] = 1290.43
c[18][34] = 1580.96
c[18][35] = 1014.08
c[18][36] = 1116.69
c[18][37] = 1260.77
c[18][38] = 1418.25
c[18][39] = 864.359
c[18][40] = 1277.3
c[18][41] = 1417.71
c[18][42] = 1411.53
c[18][43] = 1278.68
c[18][44] = 1348.11
c[18][45] = 1186.78
c[18][46] = 1099.69
c[18][47] = 1213.09
c[18][48] = 1144.35
c[18][49] = 1294.82
c[18][50] = 1216.05
c[19][1] = 1333.7
c[19][2] = 1246.47
c[19][3] = 1348.76
c[19][4] = 1218.78
c[19][5] = 1117.59
c[19][6] = 1392.44
c[19][7] = 1014.51
c[19][8] = 1141.07
c[19][9] = 1216.82
c[19][10] = 1052.1
c[19][11] = 1217.98
c[19][12] = 1067.92
c[19][13] = 1336.68
c[19][14] = 1521.58
c[19][15] = 1323.1
c[19][16] = 1236.3
c[19][17] = 1128.45
c[19][18] = 1185.02
c[19][19] = 1451.92
c[19][20] = 1394.28
c[19][21] = 1310.08
c[19][22] = 1011.96
c[19][23] = 1093.93
c[19][24] = 1237.67
c[19][25] = 1171.38
c[19][26] = 1044.41
c[19][27] = 1331.84
c[19][28] = 1633.5
c[19][29] = 1156.01
c[19][30] = 1427.03
c[19][31] = 1169.01
c[19][32] = 1070.95
c[19][33] = 1290.43
c[19][34] = 1580.96
c[19][35] = 1014.08
c[19][36] = 1116.69
c[19][37] = 1260.77
c[19][38] = 1418.25
c[19][39] = 864.359
c[19][40] = 1277.3
c[19][41] = 1417.71
c[19][42] = 1411.53
c[19][43] = 1278.68
c[19][44] = 1348.11
c[19][45] = 1186.78
c[19][46] = 1099.69
c[19][47] = 1213.09
c[19][48] = 1144.35
c[19][49] = 1294.82
c[19][50] = 1216.05
c[20][1] = 1333.7
c[20][2] = 1246.47
c[20][3] = 1348.76
c[20][4] = 1218.78
c[20][5] = 1117.59
c[20][6] = 1392.44
c[20][7] = 1014.51
c[20][8] = 1141.07
c[20][9] = 1216.82
c[20][10] = 1052.1
c[20][11] = 1217.98
c[20][12] = 1067.92
c[20][13] = 1336.68
c[20][14] = 1521.58
c[20][15] = 1323.1
c[20][16] = 1236.3
c[20][17] = 1128.45
c[20][18] = 1185.02
c[20][19] = 1451.92
c[20][20] = 1394.28
c[20][21] = 1310.08
c[20][22] = 1011.96
c[20][23] = 1093.93
c[20][24] = 1237.67
c[20][25] = 1171.38
c[20][26] = 1044.41
c[20][27] = 1331.84
c[20][28] = 1633.5
c[20][29] = 1156.01
c[20][30] = 1427.03
c[20][31] = 1169.01
c[20][32] = 1070.95
c[20][33] = 1290.43
c[20][34] = 1580.96
c[20][35] = 1014.08
c[20][36] = 1116.69
c[20][37] = 1260.77
c[20][38] = 1418.25
c[20][39] = 864.359
c[20][40] = 1277.3
c[20][41] = 1417.71
c[20][42] = 1411.53
c[20][43] = 1278.68
c[20][44] = 1348.11
c[20][45] = 1186.78
c[20][46] = 1099.69
c[20][47] = 1213.09
c[20][48] = 1144.35
c[20][49] = 1294.82
c[20][50] = 1216.05
c[21][1] = 1333.7
c[21][2] = 1246.47
c[21][3] = 1348.76
c[21][4] = 1218.78
c[21][5] = 1117.59
c[21][6] = 1392.44
c[21][7] = 1014.51
c[21][8] = 1141.07
c[21][9] = 1216.82
c[21][10] = 1052.1
c[21][11] = 1217.98
c[21][12] = 1067.92
c[21][13] = 1336.68
c[21][14] = 1521.58
c[21][15] = 1323.1
c[21][16] = 1236.3
c[21][17] = 1128.45
c[21][18] = 1185.02
c[21][19] = 1451.92
c[21][20] = 1394.28
c[21][21] = 1310.08
c[21][22] = 1011.96
c[21][23] = 1093.93
c[21][24] = 1237.67
c[21][25] = 1171.38
c[21][26] = 1044.41
c[21][27] = 1331.84
c[21][28] = 1633.5
c[21][29] = 1156.01
c[21][30] = 1427.03
c[21][31] = 1169.01
c[21][32] = 1070.95
c[21][33] = 1290.43
c[21][34] = 1580.96
c[21][35] = 1014.08
c[21][36] = 1116.69
c[21][37] = 1260.77
c[21][38] = 1418.25
c[21][39] = 864.359
c[21][40] = 1277.3
c[21][41] = 1417.71
c[21][42] = 1411.53
c[21][43] = 1278.68
c[21][44] = 1348.11
c[21][45] = 1186.78
c[21][46] = 1099.69
c[21][47] = 1213.09
c[21][48] = 1144.35
c[21][49] = 1294.82
c[21][50] = 1216.05
c[22][1] = 1333.7
c[22][2] = 1246.47
c[22][3] = 1348.76
c[22][4] = 1218.78
c[22][5] = 1117.59
c[22][6] = 1392.44
c[22][7] = 1014.51
c[22][8] = 1141.07
c[22][9] = 1216.82
c[22][10] = 1052.1
c[22][11] = 1217.98
c[22][12] = 1067.92
c[22][13] = 1336.68
c[22][14] = 1521.58
c[22][15] = 1323.1
c[22][16] = 1236.3
c[22][17] = 1128.45
c[22][18] = 1185.02
c[22][19] = 1451.92
c[22][20] = 1394.28
c[22][21] = 1310.08
c[22][22] = 1011.96
c[22][23] = 1093.93
c[22][24] = 1237.67
c[22][25] = 1171.38
c[22][26] = 1044.41
c[22][27] = 1331.84
